id,firstName,lastName,pos_F,pos_D,pos_G,hand_R,hand_L
8468518,Tomas,Kopecky,1,0,0,0,1
8467344,Robyn,Regehr,0,0,0,0,1
8474164,Jonathon,Blum,0,0,0,1,0
8474202,John,Curry,0,0,1,0,1
8467334,Manny,Malhotra,1,0,0,0,1
8468478,Mike,Weaver,0,0,0,1,0
8473921,Joe,Piskula,0,0,0,0,1
8474690,Kevin,Poulin,0,0,1,0,1
8467972,Rob,Zepp,0,0,1,0,1
8476549,Daniil,Tarasov,1,0,0,0,1
8462196,Stephane,Robidas,0,0,0,1,0
8474001,TJ,Galiardi,1,0,0,0,1
8470289,Jim,Slater,1,0,0,0,1
8471851,Matt,D'Agostini,1,0,0,1,0
8466182,Henrik,Tallinder,0,0,0,0,1
8469460,Mike,Komisarek,0,0,0,1,0
8475264,Roman,Horak,1,0,0,0,1
8475648,Chris,Breen,0,0,0,0,1
8474837,Mark,Cundari,0,0,0,0,1
8469732,Joey,MacDonald,0,0,1,0,1
8473927,Brad,Mills,1,0,0,1,0
8459140,Nikolai,Khabibulin,0,0,1,0,1
8469798,Maxime,Fortunus,0,0,0,1,0
8470310,Aaron,Rome,0,0,0,0,1
8476846,Cristopher,Nilstorp,0,0,1,1,0
8467463,Mikael,Samuelsson,1,0,0,1,0
8460496,Ryan,Smyth,1,0,0,0,1
8474498,Jesse,Winchester,1,0,0,1,0
8466309,Mike,Mottau,0,0,0,0,1
8475889,Patrick,Holland,1,0,0,1,0
8471220,Rostislav,Olesz,1,0,0,0,1
8476086,Justin,Johnson,1,0,0,1,0
8465025,Arron,Asham,1,0,0,1,0
8475771,Mark,Visentin,0,0,1,0,1
8470085,Paul,Ranger,0,0,0,0,1
8477201,Kellan,Lain,1,0,0,0,1
8474012,John,Albert,1,0,0,0,1
8475248,Alexander,Urbom,0,0,0,0,1
8468695,Matthew,Lombardi,1,0,0,0,1
8471521,Brad,Staubitz,1,0,0,1,0
8465042,Toni,Lydman,0,0,0,0,1
8473734,Tim,Wallace,1,0,0,1,0
8474844,Carter,Bancks,1,0,0,0,1
8464994,Steve,Begin,1,0,0,0,1
8462147,Miikka,Kiprusoff,0,0,1,0,1
8470672,Ryan,O'Byrne,0,0,0,1,0
8468660,Darcy,Hordichuk,1,0,0,0,1
8473525,Theo,Peckham,0,0,0,0,1
8458529,Alex,Kovalev,1,0,0,0,1
8471712,Jeff,Frazee,0,0,1,0,1
8460704,Johan,Hedberg,0,0,1,0,1
8471859,Sergei,Kostitsyn,1,0,0,0,1
8462152,Chris,Mason,0,0,1,0,1
8462535,Jody,Shelley,1,0,0,0,1
8475395,Matthew,Konan,0,0,0,0,1
8460712,Tomas,Vokoun,0,0,1,1,0
8459687,Scott,Nichol,1,0,0,1,0
8470804,Mathieu,Roy,0,0,0,1,0
8474035,Bill,Sweatt,1,0,0,0,1
8469581,Kyle,Wellwood,1,0,0,1,0
8474649,Tomas,Kundratek,0,0,0,1,0
8467335,Mark,Bell,1,0,0,0,1
8474139,Maxime,Macenauer,1,0,0,0,1
8470074,Jeff,Deslauriers,0,0,1,1,0
8473898,Paul,Szczechura,1,0,0,1,0
8474195,Maksim,Mayorov,1,0,0,0,1
8476803,Shawn,Hunwick,0,0,1,0,1
8468499,Krys,Kolanos,1,0,0,1,0
8476225,Mike,Connolly,1,0,0,0,1
8474575,Colten,Teubert,0,0,0,1,0
8460504,Ethan,Moreau,1,0,0,0,1
8474143,Ryan,Thang,1,0,0,1,0
8474566,Nikita,Filatov,1,0,0,1,0
8459424,Chris,Pronger,0,0,0,0,1
8467408,Matt,Walker,0,0,0,1,0
8468789,Jason,Williams,1,0,0,1,0
8462161,Brent,Johnson,0,0,1,0,1
8468515,Brad,Winchester,1,0,0,0,1
8470700,Byron,Bitz,1,0,0,1,0
8470578,Freddy,Meyer,0,0,0,0,1
8469505,Noah,Welch,0,0,0,0,1
8459587,Todd,Marchant,1,0,0,0,1
8474657,Jamie,Arniel,1,0,0,1,0
8459579,Patrick,Lalime,0,0,1,0,1
8458520,Peter,Forsberg,1,0,0,0,1
8468626,David,Koci,1,0,0,0,1
8456283,Adam,Foote,0,0,0,1,0
8469564,Richard,Petiot,0,0,0,0,1
8471399,Robbie,Earl,1,0,0,0,1
8471508,Olivier,Magnan,0,0,0,0,1
8473532,Mark,Dekanich,0,0,1,0,1
8460562,Chris,Drury,1,0,0,1,0
8470705,Corey,Locke,1,0,0,0,1
8470634,Matt,Smaby,0,0,0,0,1
8475087,Christian,Hanson,1,0,0,1,0
8467937,Mike,Zigomanis,1,0,0,1,0
8473488,Sergei,Shirokov,1,0,0,1,0
8470620,Jeff,Tambellini,1,0,0,0,1
8478873,Troy,Terry,1,0,0,1,0
8481533,Trevor,Zegras,1,0,0,0,1
8475764,Cam,Fowler,0,0,0,0,1
8481605,Jackson,LaCombe,0,0,0,0,1
8480950,Ilya,Lyubushkin,0,0,0,1,0
8480843,Lukas,Dostal,0,0,1,0,1
8476434,John,Gibson,0,0,1,0,1
8477021,Alex,Kerfoot,1,0,0,0,1
8477070,Liam,O'Brien,1,0,0,0,1
8475722,Jason,Zucker,1,0,0,0,1
8476891,Matt,Grzelcyk,0,0,0,0,1
8478427,Sebastian,Aho,1,0,0,0,1
8477962,Brendan,Lemieux,1,0,0,0,1
8476474,Stefan,Noesen,1,0,0,1,0
8473533,Jordan,Staal,1,0,0,0,1
8476958,Jaccob,Slavin,0,0,0,0,1
8477293,Antti,Raanta,0,0,1,0,1
8480193,Daniil,Tarasov,0,0,1,0,1
8475172,Nazem,Kadri,1,0,0,0,1
8482074,Connor,Zary,1,0,0,0,1
8477851,Jordan,Oesterle,0,0,0,0,1
8474593,Jacob,Markstrom,0,0,1,0,1
8480252,Cole,Guttman,1,0,0,1,0
8479383,Boris,Katchouk,1,0,0,0,1
8477034,Jaycob,Megna,0,0,0,0,1
8478038,Devon,Toews,0,0,0,0,1
8476889,Radek,Faksa,1,0,0,0,1
8481581,Thomas,Harley,0,0,0,0,1
8480878,Nils,Lundkvist,0,0,0,1,0
8479979,Jake,Oettinger,0,0,1,0,1
8477952,Robby,Fabbri,1,0,0,0,1
8475279,Ben,Chiarot,0,0,0,0,1
8478024,Ville,Husso,0,0,1,0,1
8473503,James,Reimer,0,0,1,0,1
8474040,Sam,Gagner,1,0,0,1,0
8480803,Evan,Bouchard,0,0,0,1,0
8477498,Darnell,Nurse,0,0,0,0,1
8475717,Calvin,Pickard,0,0,1,0,1
8482113,Anton,Lundell,1,0,0,0,1
8477932,Aaron,Ekblad,0,0,0,1,0
8476932,Anthony,Stolarz,0,0,1,0,1
8481560,Arthur,Kaliyev,1,0,0,0,1
8476981,Josh,Anderson,1,0,0,1,0
8475848,Brendan,Gallagher,1,0,0,1,0
8481093,Rafael,Harvey-Pinard,1,0,0,0,1
8482749,Joshua,Roy,1,0,0,0,1
8475287,Erik,Haula,1,0,0,0,1
8477508,Curtis,Lazar,1,0,0,1,0
8482684,Luke,Hughes,0,0,0,0,1
8480789,Oliver,Wahlstrom,1,0,0,1,0
8476917,Adam,Pelech,0,0,0,0,1
8475752,Tyler,Pitlick,1,0,0,1,0
8476459,Mika,Zibanejad,1,0,0,1,0
8480817,K'Andre,Miller,0,0,0,0,1
8481703,Valtteri,Puustinen,1,0,0,1,0
8476483,Rickard,Rakell,1,0,0,1,0
8482665,Matty,Beniers,1,0,0,0,1
8476826,Yanni,Gourde,1,0,0,0,1
8476457,Adam,Larsson,0,0,0,1,0
8474602,Justin,Schultz,0,0,0,1,0
8475798,Mikael,Granlund,1,0,0,0,1
8479385,Jordan,Kyrou,1,0,0,1,0
8475181,Nick,Leddy,0,0,0,0,1
8474618,Marco,Scandella,0,0,0,0,1
8476453,Nikita,Kucherov,1,0,0,0,1
8475766,Austin,Watson,1,0,0,1,0
8477938,Haydn,Fleury,0,0,0,0,1
8475167,Victor,Hedman,0,0,0,0,1
8482929,Emil,Martinsen Lilleberg,0,0,0,0,1
8479318,Auston,Matthews,1,0,0,0,1
8481582,Nicholas,Robertson,1,0,0,0,1
8470966,Mark,Giordano,0,0,0,0,1
8474889,Martin,Jones,0,0,1,0,1
8478856,Conor,Garland,1,0,0,1,0
8480012,Elias,Pettersson,1,0,0,0,1
8478465,Guillaume,Brisebois,0,0,0,0,1
8478454,Noah,Juulsen,0,0,0,1,0
8477478,William,Carrier,1,0,0,0,1
8478403,Jack,Eichel,1,0,0,1,0
8478434,Keegan,Kolesar,1,0,0,1,0
8476905,Chandler,Stephenson,1,0,0,0,1
8475913,Mark,Stone,1,0,0,1,0
8480313,Logan,Thompson,0,0,1,1,0
8478398,Kyle,Connor,1,0,0,0,1
8481019,David,Gustafsson,1,0,0,0,1
8476392,Adam,Lowry,1,0,0,0,1
8475799,Nino,Niederreiter,1,0,0,0,1
8479378,Logan,Stanley,0,0,0,0,1
8479547,Matthew,Phillips,1,0,0,1,0
8475311,Darcy,Kuemper,0,0,1,0,1
8477126,Jayson,Megna,1,0,0,1,0
8481754,Nikita,Nesterenko,1,0,0,0,1
8476470,Nathan,Beaulieu,0,0,0,0,1
8481599,Victor,Soderstrom,0,0,0,1,0
8471276,David,Krejci,1,0,0,1,0
8480021,Jack,Studnicka,1,0,0,1,0
8475780,Chris,Wagner,1,0,0,1,0
8476941,Connor,Carrick,0,0,0,1,0
8478415,Jakub,Zboril,0,0,0,0,1
8478075,Anders,Bjork,1,0,0,0,1
8475772,Riley,Sheahan,1,0,0,0,1
8479602,Jeremy,Davies,0,0,0,0,1
8480935,Lawrence,Pilut,0,0,0,0,1
8479639,Dylan,Coghlan,0,0,0,1,0
8482451,Mikael,Pyyhtia,1,0,0,0,1
8482448,Samuel,Knazko,0,0,0,0,1
8482711,Stanislav,Svozil,0,0,0,0,1
8481592,Jakob,Pelletier,1,0,0,0,1
8483530,Jaxson,Stauber,0,0,1,0,1
8478843,Denis,Malgin,1,0,0,1,0
8480925,Pavel,Francouz,0,0,1,1,0
8481712,Matej,Blumel,1,0,0,0,1
8479518,Fredrik,Karlström,1,0,0,0,1
8479362,Riley,Tufte,1,0,0,0,1
8483575,Matt,Murray,0,0,1,0,1
8475163,Alex,Chiasson,1,0,0,1,0
8479644,Matt,Luff,1,0,0,1,0
8476433,Magnus,Hellberg,0,0,1,0,1
8476850,Ryan,Murray,0,0,0,0,1
8480844,Grigori,Denisenko,1,0,0,1,0
8483641,Anton,Levtchi,1,0,0,0,1
8482641,Matt,Kiersted,0,0,0,0,1
8481519,Spencer,Knight,0,0,1,0,1
8478409,Anthony,Richard,1,0,0,0,1
8481033,Akira,Schmid,0,0,1,0,1
8476873,Mark,Jankowski,1,0,0,0,1
8474697,Mark,Borowiecki,0,0,0,0,1
8475857,Kevin,Gravel,0,0,0,0,1
8482137,Yaroslav,Askarov,0,0,1,1,0
8476404,Andy,Andreoff,1,0,0,0,1
8482207,William,Dufour,1,0,0,1,0
8477471,Dillon,Heatherington,0,0,0,0,1
8482095,Tyler,Kleven,0,0,0,0,1
8476166,Taylor,Fedun,0,0,0,1,0
8482824,Nick,Cicek,0,0,0,0,1
8476884,Derrick,Pouliot,0,0,0,0,1
8481006,Tyler,Tucker,0,0,0,0,1
8481617,Vasily,Podkolzin,1,0,0,0,1
8480056,Jack,Rathbone,0,0,0,0,1
8478846,Christian,Wolanin,0,0,0,0,1
8480443,Kristian,Reichel,1,0,0,1,0
8482861,Vincent,Iorio,0,0,0,1,0
8475625,Matt,Irwin,0,0,0,0,1
8476982,Danny,O'Regan,1,0,0,1,0
8470626,Loui,Eriksson,1,0,0,0,1
8474062,Riley,Nash,1,0,0,1,0
8475622,Carter,Hutton,0,0,1,0,1
8477974,Ryan,MacInnis,1,0,0,0,1
8476876,Malcolm,Subban,0,0,1,0,1
8478874,Adam,Gaudette,1,0,0,1,0
8478528,Tanner,Kero,1,0,0,0,1
8477215,Danny,DeKeyser,0,0,0,0,1
8474068,Kyle,Turris,1,0,0,1,0
8479553,Maxim,Mamin,1,0,0,0,1
8482070,Mitchell,Chaffee,1,0,0,1,0
8476415,Kyle,Rau,1,0,0,0,1
8474038,Paul,Byron,1,0,0,0,1
8481555,Mattias,Norlinder,0,0,0,0,1
8479447,Anthony,Greco,1,0,0,1,0
8481657,Viktor,Lodin,1,0,0,0,1
8481133,Cole,Reinhardt,1,0,0,0,1
8470775,Nate,Thompson,1,0,0,0,1
8475839,Louis,Domingue,0,0,1,1,0
8476368,Fredrik,Claesson,0,0,0,0,1
8476466,Sven,Baertschi,1,0,0,0,1
8479482,Michal,Kempny,0,0,0,0,1
8477457,Zach,Fucale,0,0,1,0,1
8470655,David,Backes,1,0,0,1,0
8475869,Brandon,Davidson,0,0,0,0,1
8482247,Mikko,Lehtonen,0,0,0,0,1
8476300,Nikita,Nesterov,0,0,0,0,1
8481501,Artyom,Zagidulin,0,0,1,0,1
8474685,Matt,Calvert,1,0,0,0,1
8471676,Bobby,Ryan,1,0,0,1,0
8479466,Patrick,Russell,1,0,0,1,0
8481629,Olle ,Alsing,0,0,0,0,1
8478436,David,Kase,1,0,0,0,1
8475834,Marcus,Sorensen,1,0,0,0,1
8480965,Antti,Suomela,1,0,0,0,1
8477901,Daniel,Carr,1,0,0,0,1
8481637,Anton,Wedin,1,0,0,0,1
8470607,Brent,Seabrook,0,0,0,1,0
8471750,Ben,Bishop,0,0,1,0,1
8469454,Ilya,Kovalchuk,1,0,0,1,0
8477213,Tim,Schaller,1,0,0,0,1
8473991,Karl,Alzner,0,0,0,0,1
8475832,Tom,Kuhnhackl,1,0,0,0,1
8475224,Jordan,Szwarz,1,0,0,1,0
8478844,Mikhail,Vorobyev,1,0,0,0,1
8477983,Maxim,Letunov,1,0,0,0,1
8479510,Egor,Korshkov,1,0,0,0,1
8475716,Martin,Marincin,0,0,0,0,1
8475268,Gabriel,Bourque,1,0,0,0,1
8470622,Patrick,Eaves,1,0,0,1,0
8470616,Ryan,Kesler,1,0,0,1,0
8478541,Markus,Hannikainen,1,0,0,0,1
8479657,Alexandre,Fortin,1,0,0,0,1
8477413,Sven,Andrighetto,1,0,0,0,1
8476477,Matt,Puempel,1,0,0,0,1
8480161,Libor,Sulak,0,0,0,0,1
8477957,Nikita,Scherbak,1,0,0,0,1
8479250,Nick,Lappin,1,0,0,1,0
8474627,Jori,Lehtera,1,0,0,0,1
8476877,Jordan,Schmaltz,0,0,0,1,0
8470834,Dustin,Byfuglien,0,0,0,1,0
8477929,Dennis,Rasmussen,1,0,0,0,1
8467407,Brian,Gionta,1,0,0,1,0
8470041,Rick,Nash,1,0,0,0,1
8475949,Marek,Hrivik,1,0,0,1,0
8475663,Eddie,Lack,0,0,1,0,1
8470140,Kari,Lehtonen,0,0,1,0,1
8467370,Mike,Fisher,1,0,0,1,0
8471296,Alexei,Emelin,0,0,0,0,1
8475180,Peter,Holland,1,0,0,0,1
8477990,Brandon,Halverson,0,0,1,0,1
8474024,Jim,O'Brien,1,0,0,1,0
8475761,Beau,Bennett,1,0,0,1,0
8473432,Derek,Dorsett,1,0,0,1,0
8467876,Henrik,Sedin,1,0,0,0,1
8468639,John-Michael,Liles,0,0,0,0,1
8477041,Brady,Austin,0,0,0,0,1
8476452,Tyler,Wotherspoon,0,0,0,0,1
8469547,Jordin,Tootoo,1,0,0,1,0
8465058,Michal,Rozsival,0,0,0,1,0
8469492,Fedor,Tyutin,0,0,0,0,1
8473553,Jeff,Zatkoff,0,0,1,0,1
8469759,Vernon,Fiddler,1,0,0,0,1
8473989,Luke,Gazdic,1,0,0,0,1
8471760,Cody,Bass,1,0,0,1,0
8475774,Petter,Granberg,0,0,0,1,0
8476992,Marek,Mazanec,0,0,1,1,0
8479648,Roman,Lyubimov,1,0,0,1,0
8477356,Kristers,Gudlevskis,0,0,1,0,1
8477816,Michael,Zalewski,1,0,0,0,1
8473565,Brian,Strait,0,0,0,0,1
8467423,Shawn,Horcoff,1,0,0,0,1
8469490,Tim,Jackman,1,0,0,1,0
8475414,Craig,Cunningham,1,0,0,1,0
8471703,Steve,Downie,1,0,0,1,0
8478928,Sergei,Plotnikov,1,0,0,0,1
8478564,Joonas,Kemppainen,1,0,0,0,1
8475292,Tyler,Randell,1,0,0,1,0
8476309,Jason,Kasdorf,0,0,1,0,1
8471403,Karri,Ramo,0,0,1,0,1
8475182,David,Rundblad,0,0,0,1,0
8475759,Brandon,Gormley,0,0,0,0,1
8473970,Rob,Klinkhammer,1,0,0,0,1
8477249,Andrew,Miller,1,0,0,1,0
8475757,Brett,Bulmer,1,0,0,1,0
8471371,Mike,Brown,1,0,0,1,0
8473658,Victor,Bartley,0,0,0,0,1
8476772,Brian,O'Neill,1,0,0,0,1
8470180,Eric,Nystrom,1,0,0,0,1
8467890,Barret,Jackman,0,0,0,0,1
8476244,Raphael,Diaz,0,0,0,1,0
8478563,Evgeny,Medvedev,0,0,0,0,1
8476147,Kael,Mouillierat,1,0,0,0,1
8464977,Dainius,Zubrus,1,0,0,0,1
8467899,Martin,Havlat,1,0,0,0,1
8471916,Mike,Angelidis,1,0,0,0,1
8477033,Viktor,Loov,0,0,0,0,1
8477589,Ronalds,Kenins,1,0,0,0,1
8474094,Matt,Halischuk,1,0,0,1,0
8471241,Mark,Fistric,0,0,0,0,1
8471388,Patrick,Kaleta,1,0,0,1,0
8471236,Andrej,Meszaros,0,0,0,0,1
8475767,Joey,Hishon,1,0,0,0,1
8471474,Travis,Morin,1,0,0,0,1
8458951,Sergei,Gonchar,0,0,0,0,1
8475680,Jussi,Rynnas,0,0,1,0,1
8474048,Keith,Aulie,0,0,0,0,1
8471840,Brett,Sutter,1,0,0,0,1
8469622,Ryane,Clowe,1,0,0,0,1
8472394,Peter,Harrold,0,0,0,1,0
8475243,Ryan,Bourque,1,0,0,0,1
8477214,Conor,Allen,0,0,0,0,1
8477227,Eriah,Hayes,1,0,0,1,0
8470152,Joakim,Lindstrom,1,0,0,0,1
8460705,Evgeni,Nabokov,0,0,1,0,1
8475154,Carter,Ashton,1,0,0,0,1
8468778,Colton,Orr,1,0,0,1,0
8475567,Julien,Brouillette,0,0,0,0,1
8471482,Grant,Clitsome,0,0,0,0,1
8472368,Chris,Conner,1,0,0,0,1
8469820,Zenon,Konopka,1,0,0,0,1
8474551,Ville,Leino,1,0,0,0,1
8462041,Radek,Dvorak,1,0,0,1,0
8475833,Bill,Arnold,1,0,0,1,0
8475283,Lane,MacDermid,1,0,0,0,1
8475824,Sami,Aittokallio,0,0,1,0,1
8473558,Cory,Emmerton,1,0,0,0,1
8477289,Anton,Belov,0,0,0,0,1
8467336,Mike,Rupp,1,0,0,0,1
8468095,George,Parros,1,0,0,1,0
8474236,Brett,Gallant,1,0,0,0,1
8471719,Matt,Kassian,1,0,0,0,1
8471680,Gilbert,Brule,1,0,0,1,0
8467831,Jeff,Halpern,1,0,0,1,0
8468484,Rostislav,Klesla,0,0,0,0,1
8469467,Chuck,Kobasew,1,0,0,1,0
8474601,Yann,Sauve,0,0,0,0,1
8472370,Jordan,Hendry,0,0,0,0,1
8471853,Nicolas,Blanchard,1,0,0,0,1
8473568,Andreas,Nodl,1,0,0,0,1
8469765,Marc-Andre,Bergeron,0,0,0,0,1
8470137,Joni,Pitkanen,0,0,0,0,1
8459492,Vinny,Prospal,1,0,0,0,1
8476834,Roman,Cervenka,1,0,0,0,1
8470265,Anton,Babchuk,0,0,0,1,0
8471321,Brett,Carson,0,0,0,1,0
8473414,Leland,Irving,0,0,1,0,1
8471807,Tom,Wandell,1,0,0,0,1
8462225,Filip,Kuba,0,0,0,0,1
8471912,Kevin,Henderson,1,0,0,0,1
8471701,Joe,Finley,0,0,0,0,1
8470192,Steve,Eminger,0,0,0,1,0
8471683,Brian,Lee,0,0,0,1,0
8471216,Cam,Barker,0,0,0,0,1
8470061,Derek,Meech,0,0,0,0,1
8476243,Iiro,Tarkki,0,0,1,0,1
8466181,Kristian,Huselius,1,0,0,0,1
8467915,Mike,Commodore,0,0,0,1,0
8457063,Nicklas,Lidstrom,0,0,0,0,1
8464984,Josh,Green,1,0,0,0,1
8474128,Milan,Kytnar,1,0,0,0,1
8471885,Chad,Rau,1,0,0,1,0
8474585,Tyler,Cuma,0,0,0,0,1
8471846,Kris,Fredheim,0,0,0,1,0
8473456,Rhett,Rakhshani,1,0,0,1,0
8469516,Brendan,Bell,0,0,0,0,1
8469480,Jeff,Woywitka,0,0,0,0,1
8474670,Andre,Petersson,1,0,0,1,0
8467913,Alex,Auld,0,0,1,0,1
8465210,Pavel,Kubina,0,0,0,1,0
8470615,Marc-Antoine,Pouliot,1,0,0,1,0
8460541,Richard,Park,1,0,0,1,0
8470678,Alexandre,Picard,0,0,0,0,1
8465005,Colin,White,0,0,0,0,1
8459429,Jason,Arnott,1,0,0,1,0
8471634,Ryan,Shannon,1,0,0,1,0
8470780,Mark,Flood,0,0,0,1,0
8474771,Peter,Mannino,0,0,1,0,1
8473913,Sean,Collins,0,0,0,1,0
8470741,Nigel,Dawes,1,0,0,0,1
8471848,Andrey,Zubarev,0,0,0,0,1
8467393,Jarkko,Ruutu,1,0,0,0,1
8450725,Mark,Recchi,1,0,0,0,1
8458943,Cory,Stillman,1,0,0,0,1
8467502,Ales,Kotalik,1,0,0,1,0
8458543,Jassen,Cullimore,0,0,0,0,1
8474730,Jonas,Holos,0,0,0,1,0
8474731,Justin,DiBenedetto,1,0,0,0,1
8469647,Derek,Boogaard,1,0,0,0,1
8468500,Alex,Frolov,1,0,0,1,0
8471756,Oskars,Bartulis,0,0,0,0,1
8460533,Dave,Scatchard,1,0,0,1,0
8471628,Rick,Rypien,1,0,0,1,0
8465113,Brian,Willsie,1,0,0,1,0
8484153,Leo,Carlsson,1,0,0,0,1
8473986,Alex,Killorn,1,0,0,0,1
8480001,Urho,Vaakanainen,0,0,0,0,1
8476329,Travis,Boyd,1,0,0,1,0
8483431,Logan,Cooley,1,0,0,0,1
8477956,David,Pastrnak,1,0,0,1,0
8483505,Matthew,Poitras,1,0,0,1,0
8474031,Kevin,Shattenkirk,0,0,0,1,0
8478413,Jordan,Greenway,1,0,0,0,1
8473449,Kyle,Okposo,1,0,0,1,0
8473446,Erik,Johnson,0,0,0,1,0
8475855,Jesper,Fast,1,0,0,1,0
8480830,Andrei,Svechnikov,1,0,0,0,1
8481611,Pyotr,Kochetkov,0,0,1,0,1
8480205,Emil,Bemstrom,1,0,0,1,0
8479941,Justin,Danforth,1,0,0,1,0
8480074,Alexandre,Texier,1,0,0,0,1
8481716,Dmitri,Voronkov,1,0,0,0,1
8483460,David,Jiricek,0,0,0,1,0
8478460,Zach,Werenski,0,0,0,0,1
8479346,Dillon,Dube,1,0,0,0,1
8478421,A.J.,Greer,1,0,0,0,1
8478396,Noah,Hanifin,0,0,0,0,1
8478435,Dan,Vladar,0,0,1,0,1
8476960,Andreas,Athanasiou,1,0,0,0,1
8479514,Rem,Pitlick,1,0,0,0,1
8476473,Connor,Murphy,0,0,0,1,0
8482192,Isaak,Phillips,0,0,0,0,1
8475852,Petr,Mrazek,0,0,1,0,1
8482821,Arvid,Soderblom,0,0,1,0,1
8484255,Jason,Polin,1,0,0,1,0
8477425,Miles,Wood,1,0,0,0,1
8480069,Cale,Makar,0,0,0,1,0
8476312,Josh,Manson,0,0,0,1,0
8478975,Mason,Marchment,1,0,0,0,1
8475825,Jani,Hakanpää,0,0,0,1,0
8480036,Miro,Heiskanen,0,0,0,0,1
8470600,Ryan,Suter,0,0,0,0,1
8477456,J.T.,Compher,1,0,0,1,0
8478432,Christian,Fischer,1,0,0,1,0
8478013,Jake,Walman,0,0,0,0,1
8477998,Warren,Foegele,1,0,0,0,1
8476393,Nick,Cousins,1,0,0,0,1
8479066,Ryan,Lomberg,1,0,0,0,1
8480185,Eetu,Luostarinen,1,0,0,0,1
8477986,Brandon,Montour,0,0,0,1,0
8479994,Jaret,Anderson-Dolan,1,0,0,0,1
8478882,Vladislav,Gavrikov,0,0,0,0,1
8478911,Matt,Roy,0,0,0,1,0
8480980,Connor,Dewar,1,0,0,0,1
8478136,Jake,Middleton,0,0,0,0,1
8478133,Jake,Evans,1,0,0,1,0
8481058,Jesse,Ylönen,1,0,0,1,0
8479415,Michael,McLeod,1,0,0,1,0
8476462,Dougie,Hamilton,0,0,0,1,0
8476525,Colin,Miller,0,0,0,1,0
8478495,Denis,Gurianov,1,0,0,0,1
8474679,Gustav,Nyquist,1,0,0,0,1
8481704,Juuso,Parssinen,1,0,0,0,1
8478851,Alexandre,Carrier,0,0,0,1,0
8479371,Dante,Fabbro,0,0,0,1,0
8474600,Roman,Josi,0,0,0,0,1
8478468,Jeremy,Lauzon,0,0,0,0,1
8475231,Casey,Cizikas,1,0,0,0,1
8478115,Pierre,Engvall,1,0,0,0,1
8479328,Julien,Gauthier,1,0,0,1,0
8476419,Jean-Gabriel,Pageau,1,0,0,1,0
8474009,Nick,Bonino,1,0,0,0,1
8480078,Filip,Chytil,1,0,0,0,1
8478550,Artemi,Panarin,1,0,0,1,0
8476885,Jacob,Trouba,0,0,0,1,0
8478048,Igor,Shesterkin,0,0,1,0,1
8473512,Claude,Giroux,1,0,0,1,0
8480801,Brady,Tkachuk,1,0,0,0,1
8480879,Jacob,Bernard-Docker,0,0,0,1,0
8478469,Thomas,Chabot,0,0,0,0,1
8482245,Artem,Zub,0,0,0,1,0
8476914,Joonas,Korpisalo,0,0,1,0,1
8476461,Sean,Couturier,1,0,0,0,1
8480015,Owen,Tippett,1,0,0,1,0
8476372,Nick,Seeler,0,0,0,0,1
8478569,Noel,Acciari,1,0,0,1,0
8471675,Sidney,Crosby,1,0,0,0,1
8476442,Matt,Nieto,1,0,0,0,1
8475810,Bryan,Rust,1,0,0,1,0
8475191,Reilly,Smith,1,0,0,0,1
8481206,John,Ludvig,0,0,0,0,1
8477244,Chad,Ruhwedel,0,0,0,1,0
8477968,Alex,Nedeljkovic,0,0,1,0,1
8477416,Oliver,Bjorkstrand,1,0,0,1,0
8477444,Andre,Burakovsky,1,0,0,0,1
8478840,Will,Borgen,0,0,0,1,0
8474884,Mike,Hoffman,1,0,0,0,1
8481477,Nico,Sturm,1,0,0,0,1
8476988,Matt,Benning,0,0,0,1,0
8479439,Jacob,MacDonald,0,0,0,0,1
8478039,Kaapo,Kahkonen,0,0,1,0,1
8475763,Kevin,Hayes,1,0,0,0,1
8476438,Brandon,Saad,1,0,0,0,1
8475170,Brayden,Schenn,1,0,0,0,1
8479718,Alex,Barré-Boulet,1,0,0,0,1
8477353,Tyler,Motte,1,0,0,0,1
8476931,Jake,McCabe,0,0,0,0,1
8481535,Nils,Hoglander,1,0,0,0,1
8483808,Andrei,Kuzmenko,1,0,0,1,0
8478043,Sam,Lafferty,1,0,0,1,0
8474013,Ian,Cole,0,0,0,0,1
8477507,Nikita,Zadorov,0,0,0,0,1
8480007,Jonas,Rondbjerg,1,0,0,0,1
8481600,Tobias,Bjornfot,0,0,0,0,1
8474166,Alec,Martinez,0,0,0,0,1
8482149,Cole,Perfetti,1,0,0,0,1
8476460,Mark,Scheifele,1,0,0,1,0
8480990,Declan,Chisholm,0,0,0,0,1
8475455,Brenden,Dillon,0,0,0,0,1
8477979,Nicolas,Aube-Kubel,1,0,0,1,0
8477511,Anthony,Mantha,1,0,0,0,1
8478440,Dylan,Strome,1,0,0,0,1
8476449,Scott,Harrington,0,0,0,0,1
8477460,Laurent,Dauphin,1,0,0,0,1
8482067,Connor,Mackey,0,0,0,0,1
8467950,Craig,Anderson,0,0,1,0,1
8482623,Josh,Dunne,1,0,0,0,1
8479945,Gavin,Bayreuther,0,0,0,0,1
8482399,Billy,Sweezey,0,0,0,1,0
8473604,Jonathan,Toews,1,0,0,0,1
8471794,Darren,Helm,1,0,0,0,1
8476948,Charles,Hudon,1,0,0,0,1
