season,team,player_id,headshot,firstName,lastName,positionCode,shootsCatches,sweaterNumber,heightInInches,weightInPounds,heightInCentimeters,weightInKilograms,birthDate,birthCity,birthCountry,birthStateProvince,pos_F,pos_D,pos_G,hand_R,hand_L
2015,ANA,8474606,https://assets.nhle.com/mugs/nhl/20142015/ANA/8474606.png,Colby,Robak,D,L,48,75,194,191,88,1990-04-24,Dauphin,CAN,MB,0,0,0,0,1
2015,ANA,8470886,https://assets.nhle.com/mugs/nhl/20142015/ANA/8470886.png,Clayton,Stoner,D,L,3,76,216,193,98,1985-02-19,Port McNeill,CAN,BC,0,0,0,0,1
2015,ANA,8475222,https://assets.nhle.com/mugs/nhl/20142015/ANA/8475222.png,Sami,Vatanen,D,R,45,70,185,178,84,1991-06-03,Jyväskylä,FIN,"",0,0,0,1,0
2015,ANA,8470222,https://assets.nhle.com/mugs/nhl/20142015/ANA/8470222.png,James,Wisniewski,D,R,20,71,203,180,92,1984-02-21,Canton,USA,MI,0,0,0,1,0
2015,ANA,8475883,https://assets.nhle.com/mugs/nhl/20142015/ANA/8475883.png,Frederik,Andersen,G,L,31,76,238,193,108,1989-10-02,Herning,DNK,"",0,0,1,0,1
2015,ANA,8468524,https://assets.nhle.com/mugs/nhl/20142015/ANA/8468524.png,Ilya,Bryzgalov,G,L,80,75,213,191,97,1980-06-22,Togliatti,RUS,"",0,0,1,0,1
2015,ANA,8476434,https://assets.nhle.com/mugs/nhl/20142015/ANA/8476434.png,John,Gibson,G,L,36,74,210,188,95,1993-07-14,Pittsburgh,USA,PA,0,0,1,0,1
2015,ANA,8467391,https://assets.nhle.com/mugs/nhl/20142015/ANA/8467391.png,Jason,LaBarbera,G,L,30,75,232,191,105,1980-01-18,Burnaby,CAN,BC,0,0,1,0,1
2015,ARI,8476062,https://assets.nhle.com/mugs/nhl/20142015/ARI/8476062.png,Mark,Arcobello,C,R,36,68,174,173,79,1988-08-12,Milford,USA,CT,1,0,0,1,0
2015,ARI,8474571,https://assets.nhle.com/mugs/nhl/20142015/ARI/8474571.png,Mikkel,Boedker,L,L,89,71,207,180,94,1989-12-16,Brondby,DNK,"",1,0,0,0,1
2015,ARI,8470719,https://assets.nhle.com/mugs/nhl/20142015/ARI/8470719.png,Alexandre,Bolduc,C,L,49,75,200,191,91,1985-06-26,Montréal,CAN,QC,1,0,0,0,1
2015,ARI,8471231,https://assets.nhle.com/mugs/nhl/20142015/ARI/8471231.png,Kyle,Chipchura,C,L,24,74,203,188,92,1986-02-19,Westlock,CAN,AB,1,0,0,0,1
2015,ARI,8470647,https://assets.nhle.com/mugs/nhl/20142015/ARI/8470647.png,B.J.,Crombeen,R,R,44,74,209,188,95,1985-07-10,Denver,USA,CO,1,0,0,1,0
2015,ARI,8475414,https://assets.nhle.com/mugs/nhl/20142015/ARI/8475414.png,Craig,Cunningham,L,R,22,70,184,178,83,1990-09-13,Trail,CAN,BC,1,0,0,1,0
2015,ARI,8462038,https://assets.nhle.com/mugs/nhl/20142015/ARI/8462038.png,Shane,Doan,R,R,19,73,223,185,101,1976-10-10,Halkirk,CAN,AB,1,0,0,1,0
2015,ARI,8468064,https://assets.nhle.com/mugs/nhl/20142015/ARI/8468064.png,Martin,Erat,R,L,10,72,196,183,89,1981-08-29,Trebic,CZE,"",1,0,0,0,1
2015,ARI,8474040,https://assets.nhle.com/mugs/nhl/20142015/ARI/8474040.png,Sam,Gagner,C,R,9,71,201,180,91,1989-08-10,London,CAN,ON,1,0,0,1,0
2015,ARI,8477715,https://assets.nhle.com/mugs/nhl/20142015/ARI/8477715.png,Tyler,Gaudet,C,L,45,75,217,191,98,1993-04-04,Hamilton,CAN,ON,1,0,0,0,1
2015,ARI,8471691,https://assets.nhle.com/mugs/nhl/20142015/ARI/8471691.png,Martin,Hanzal,C,L,11,78,230,198,104,1987-02-20,Pisek,CZE,"",1,0,0,0,1
2015,ARI,8474793,https://assets.nhle.com/mugs/nhl/20142015/ARI/8474793.png,Justin,Hodgman,C,R,12,73,203,185,92,1988-06-27,Brampton,CAN,ON,1,0,0,1,0
2015,ARI,8473970,https://assets.nhle.com/mugs/nhl/20142015/ARI/8473970.png,Rob,Klinkhammer,L,L,36,75,214,191,97,1986-08-12,Lethbridge,CAN,AB,1,0,0,0,1
2015,ARI,8471232,https://assets.nhle.com/mugs/nhl/20142015/ARI/8471232.png,Lauri,Korpikoski,L,L,28,73,193,185,88,1986-07-28,Turku,FIN,"",1,0,0,0,1
2015,ARI,8476451,https://assets.nhle.com/mugs/nhl/20142015/ARI/8476451.png,Lucas,Lessio,L,L,38,73,212,185,96,1993-01-23,Maple,CAN,ON,1,0,0,0,1
2015,ARI,8476921,https://assets.nhle.com/mugs/nhl/20142015/ARI/8476921.png,Jordan,Martinook,L,L,48,72,196,183,89,1992-07-25,Brandon,CAN,MB,1,0,0,0,1
2015,ARI,8475775,https://assets.nhle.com/mugs/nhl/20142015/ARI/8475775.png,Tye,McGinn,L,L,20,75,218,191,99,1990-07-29,Fergus,CAN,ON,1,0,0,0,1
2015,ARI,8474646,https://assets.nhle.com/mugs/nhl/20142015/ARI/8474646.png,Brandon,McMillan,L,L,22,71,190,180,86,1990-03-22,Richmond,CAN,BC,1,0,0,0,1
2015,ARI,8469664,https://assets.nhle.com/mugs/nhl/20142015/ARI/8469664.png,David,Moss,R,R,18,76,210,193,95,1981-12-28,Livonia,USA,MI,1,0,0,1,0
2015,ARI,8476356,https://assets.nhle.com/mugs/nhl/20142015/ARI/8476356.png,Tobias,Rieder,R,L,8,71,189,180,86,1993-01-10,Landshut,DEU,"",1,0,0,0,1
2015,ARI,8476868,https://assets.nhle.com/mugs/nhl/20142015/ARI/8476868.png,Henrik,Samuelsson,C,R,55,75,219,191,99,1994-02-07,Scottsdale,USA,AZ,1,0,0,1,0
2015,ARI,8475996,https://assets.nhle.com/mugs/nhl/20142015/ARI/8475996.png,Brendan,Shinnimin,C,L,39,70,185,178,84,1991-01-07,Winnipeg,CAN,MB,1,0,0,0,1
2015,ARI,8475224,https://assets.nhle.com/mugs/nhl/20142015/ARI/8475224.png,Jordan,Szwarz,R,R,21,71,192,180,87,1991-05-14,Burlington,CAN,ON,1,0,0,1,0
2015,ARI,8468535,https://assets.nhle.com/mugs/nhl/20142015/ARI/8468535.png,Antoine,Vermette,C,L,50,73,197,185,89,1982-07-20,St. Agapit,CAN,QC,1,0,0,0,1
2015,ARI,8471856,https://assets.nhle.com/mugs/nhl/20142015/ARI/8471856.png,Joe,Vitale,C,R,14,71,205,180,93,1985-08-20,St. Louis,USA,MO,1,0,0,1,0
2015,ARI,8474638,https://assets.nhle.com/mugs/nhl/20142015/ARI/8474638.png,Andrew,Campbell,D,L,28,76,205,193,93,1988-02-04,Caledonia,CAN,ON,0,0,0,0,1
2015,ARI,8476403,https://assets.nhle.com/mugs/nhl/20142015/ARI/8476403.png,Klas,Dahlbeck,D,L,34,75,207,191,94,1991-07-06,Katrineholm,SWE,"",0,0,0,0,1
2015,ARI,8475171,https://assets.nhle.com/mugs/nhl/20142015/ARI/8475171.png,Oliver,Ekman-Larsson,D,L,23,74,200,188,91,1991-07-17,Karlskrona,SWE,"",0,0,0,0,1
2015,ARI,8475759,https://assets.nhle.com/mugs/nhl/20142015/ARI/8475759.png,Brandon,Gormley,D,L,33,74,196,188,89,1992-02-18,Murray River,CAN,PE,0,0,0,0,1
2015,ARI,8469760,https://assets.nhle.com/mugs/nhl/20142015/ARI/8469760.png,Zbynek,Michalek,D,R,4,74,210,188,95,1982-12-23,Jindrichuv Hradec,CZE,"",0,0,0,1,0
2015,ARI,8475186,https://assets.nhle.com/mugs/nhl/20142015/ARI/8475186.png,John,Moore,D,L,17,75,207,191,94,1990-11-19,Winnetka,USA,IL,0,0,0,0,1
2015,ARI,8476473,https://assets.nhle.com/mugs/nhl/20142015/ARI/8476473.png,Connor,Murphy,D,R,5,76,212,193,96,1993-03-26,Dublin,USA,OH,0,0,0,1,0
2015,ARI,8470798,https://assets.nhle.com/mugs/nhl/20142015/ARI/8470798.png,Dylan,Reese,D,R,46,73,205,185,93,1984-08-29,Pittsburgh,USA,PA,0,0,0,1,0
2015,ARI,8475194,https://assets.nhle.com/mugs/nhl/20142015/ARI/8475194.png,Philip,Samuelsson,D,L,25,74,194,188,88,1991-07-26,Leksand,SWE,"",0,0,0,0,1
2015,ARI,8473673,https://assets.nhle.com/mugs/nhl/20142015/ARI/8473673.png,David,Schlemko,D,L,6,73,191,185,87,1987-05-07,Edmonton,CAN,AB,0,0,0,0,1
2015,ARI,8474628,https://assets.nhle.com/mugs/nhl/20142015/ARI/8474628.png,Michael,Stone,D,R,26,75,210,191,95,1990-06-07,Winnipeg,CAN,MB,0,0,0,1,0
2015,ARI,8473589,https://assets.nhle.com/mugs/nhl/20142015/ARI/8473589.png,Chris,Summers,D,L,20,74,207,188,94,1988-02-05,Ann Arbor,USA,MI,0,0,0,0,1
2015,ARI,8471735,https://assets.nhle.com/mugs/nhl/20142015/ARI/8471735.png,Keith,Yandle,D,L,3,73,192,185,87,1986-09-09,Boston,USA,MA,0,0,0,0,1
2015,ARI,8475839,https://assets.nhle.com/mugs/nhl/20142015/ARI/8475839.png,Louis,Domingue,G,R,35,75,208,191,94,1992-03-06,St-Hyacinthe,CAN,QC,0,0,1,1,0
2015,ARI,8471227,https://assets.nhle.com/mugs/nhl/20142015/ARI/8471227.png,Devan,Dubnyk,G,L,40,78,224,198,102,1986-05-04,Regina,CAN,SK,0,0,1,0,1
2015,ARI,8470093,https://assets.nhle.com/mugs/nhl/20142015/ARI/8470093.png,Mike,McKenna,G,R,43,74,183,188,83,1983-04-11,St. Louis,USA,MO,0,0,1,1,0
2015,ARI,8469608,https://assets.nhle.com/mugs/nhl/20142015/ARI/8469608.png,Mike,Smith,G,L,41,77,220,196,100,1982-03-22,Kingston,CAN,ON,0,0,1,0,1
2015,BOS,8470638,https://assets.nhle.com/mugs/nhl/20142015/BOS/8470638.png,Patrice,Bergeron,C,R,37,73,196,185,89,1985-07-24,L'Ancienne-Lorette,CAN,QC,1,0,0,1,0
2015,BOS,8470169,https://assets.nhle.com/mugs/nhl/20142015/BOS/8470169.png,Gregory,Campbell,C,L,11,72,188,183,85,1983-12-17,London,CAN,ON,1,0,0,0,1
2015,BOS,8475150,https://assets.nhle.com/mugs/nhl/20142015/BOS/8475150.png,Jordan,Caron,R,L,38,75,204,191,93,1990-11-02,Sayabec,CAN,QC,1,0,0,0,1
2015,BOS,8475792,https://assets.nhle.com/mugs/nhl/20142015/BOS/8475792.png,Brett,Connolly,R,R,14,75,198,191,90,1992-05-02,Campbell River,CAN,BC,1,0,0,1,0
2015,BOS,8475414,https://assets.nhle.com/mugs/nhl/20142015/BOS/8475414.png,Craig,Cunningham,R,R,61,70,184,178,83,1990-09-13,Trail,CAN,BC,1,0,0,1,0
2015,BOS,8470626,https://assets.nhle.com/mugs/nhl/20142015/BOS/8470626.png,Loui,Eriksson,R,L,21,74,179,188,81,1985-07-17,Gothenburg,SWE,"",1,0,0,0,1
2015,BOS,8476363,https://assets.nhle.com/mugs/nhl/20142015/BOS/8476363.png,Brian,Ferlin,R,R,68,74,213,188,97,1992-06-03,Jacksonville,USA,FL,1,0,0,1,0
2015,BOS,8475671,https://assets.nhle.com/mugs/nhl/20142015/BOS/8475671.png,Matt,Fraser,R,L,25,75,206,191,93,1990-05-20,Red Deer,CAN,AB,1,0,0,0,1
2015,BOS,8467346,https://assets.nhle.com/mugs/nhl/20142015/BOS/8467346.png,Simon,Gagne,L,L,12,73,195,185,88,1980-02-29,Ste. Foy,CAN,QC,1,0,0,0,1
2015,BOS,8476495,https://assets.nhle.com/mugs/nhl/20142015/BOS/8476495.png,Seth,Griffith,C,R,53,69,190,175,86,1993-01-04,Wallaceburg,CAN,ON,1,0,0,1,0
2015,BOS,8467967,https://assets.nhle.com/mugs/nhl/20142015/BOS/8467967.png,Chris,Kelly,C,L,23,72,190,183,86,1980-11-11,Toronto,CAN,ON,1,0,0,0,1
2015,BOS,8476435,https://assets.nhle.com/mugs/nhl/20142015/BOS/8476435.png,Alex,Khokhlachev,C,L,76,70,181,178,82,1993-09-09,Moscow,RUS,"",1,0,0,0,1
2015,BOS,8471276,https://assets.nhle.com/mugs/nhl/20142015/BOS/8471276.png,David,Krejci,C,R,46,72,192,183,87,1986-04-28,Sternberk,CZE,"",1,0,0,1,0
2015,BOS,8477228,https://assets.nhle.com/mugs/nhl/20142015/BOS/8477228.png,Matt,Lindblad,C,L,52,71,193,180,88,1990-03-23,Evanston,USA,IL,1,0,0,0,1
2015,BOS,8473473,https://assets.nhle.com/mugs/nhl/20142015/BOS/8473473.png,Milan,Lucic,L,L,17,75,240,191,109,1988-06-07,Vancouver,CAN,BC,1,0,0,0,1
2015,BOS,8473419,https://assets.nhle.com/mugs/nhl/20142015/BOS/8473419.png,Brad,Marchand,L,L,63,69,176,175,80,1988-05-11,Halifax,CAN,NS,1,0,0,0,1
2015,BOS,8470230,https://assets.nhle.com/mugs/nhl/20142015/BOS/8470230.png,Daniel,Paille,L,L,20,73,200,185,91,1984-04-15,Welland,CAN,ON,1,0,0,0,1
2015,BOS,8477956,https://assets.nhle.com/mugs/nhl/20142015/BOS/8477956.png,David,Pastrnak,R,R,88,73,195,185,88,1996-05-25,Havirov,CZE,"",1,0,0,1,0
2015,BOS,8472365,https://assets.nhle.com/mugs/nhl/20142015/BOS/8472365.png,Bobby,Robins,R,R,64,73,220,185,100,1981-10-17,Rhinelander,USA,WI,1,0,0,1,0
2015,BOS,8475191,https://assets.nhle.com/mugs/nhl/20142015/BOS/8475191.png,Reilly,Smith,R,L,18,73,185,185,84,1991-04-01,Mimico,CAN,ON,1,0,0,0,1
2015,BOS,8471262,https://assets.nhle.com/mugs/nhl/20142015/BOS/8471262.png,Carl,Soderberg,C,L,34,75,210,191,95,1985-10-12,Malmo,SWE,"",1,0,0,0,1
2015,BOS,8475727,https://assets.nhle.com/mugs/nhl/20142015/BOS/8475727.png,Ryan,Spooner,C,L,51,71,191,180,87,1992-01-30,Ottawa,CAN,ON,1,0,0,0,1
2015,BOS,8470171,https://assets.nhle.com/mugs/nhl/20142015/BOS/8470171.png,Max,Talbot,C,L,25,71,186,180,84,1984-02-11,Lemoyne,CAN,QC,1,0,0,0,1
2015,BOS,8474749,https://assets.nhle.com/mugs/nhl/20142015/BOS/8474749.png,Matt,Bartkowski,D,L,43,73,201,185,91,1988-06-04,Pittsburgh,USA,PA,0,0,0,0,1
2015,BOS,8465009,https://assets.nhle.com/mugs/nhl/20142015/BOS/8465009.png,Zdeno,Chara,D,L,33,81,250,206,113,1977-03-18,Trencin,SVK,"",0,0,0,0,1
2015,BOS,8476462,https://assets.nhle.com/mugs/nhl/20142015/BOS/8476462.png,Dougie,Hamilton,D,R,27,78,230,198,104,1993-06-17,Toronto,CAN,ON,0,0,0,1,0
2015,BOS,8476792,https://assets.nhle.com/mugs/nhl/20142015/BOS/8476792.png,Torey,Krug,D,L,47,69,194,175,88,1991-04-12,Livonia,USA,MI,0,0,0,0,1
2015,BOS,8471717,https://assets.nhle.com/mugs/nhl/20142015/BOS/8471717.png,Adam,McQuaid,D,R,54,76,210,193,95,1986-10-12,Charlottetown,CAN,PE,0,0,0,1,0
2015,BOS,8476191,https://assets.nhle.com/mugs/nhl/20142015/BOS/8476191.png,Kevan,Miller,D,R,86,74,210,188,95,1987-11-15,Los Angeles,USA,CA,0,0,0,1,0
2015,BOS,8476476,https://assets.nhle.com/mugs/nhl/20142015/BOS/8476476.png,Joe,Morrow,D,L,45,72,196,183,89,1992-12-09,Edmonton,CAN,AB,0,0,0,0,1
2015,BOS,8469619,https://assets.nhle.com/mugs/nhl/20142015/BOS/8469619.png,Dennis,Seidenberg,D,L,44,72,199,183,90,1981-07-18,Schwenningen,DEU,"",0,0,0,0,1
2015,BOS,8475902,https://assets.nhle.com/mugs/nhl/20142015/BOS/8475902.png,Zach,Trotman,D,R,62,75,217,191,98,1990-08-26,Carmel,USA,IN,0,0,0,1,0
2015,BOS,8474660,https://assets.nhle.com/mugs/nhl/20142015/BOS/8474660.png,David,Warsofsky,D,L,79,69,174,175,79,1990-05-30,Marshfield,USA,MA,0,0,0,0,1
2015,BOS,8471695,https://assets.nhle.com/mugs/nhl/20142015/BOS/8471695.png,Tuukka,Rask,G,L,40,75,176,191,80,1987-03-10,Savonlinna,FIN,"",0,0,1,0,1
2015,BOS,8476876,https://assets.nhle.com/mugs/nhl/20142015/BOS/8476876.png,Malcolm,Subban,G,L,70,74,215,188,98,1993-12-21,Toronto,CAN,ON,0,0,1,0,1
2015,BOS,8476844,https://assets.nhle.com/mugs/nhl/20142015/BOS/8476844.png,Niklas,Svedberg,G,L,72,73,163,185,74,1989-09-04,Sollentuna,SWE,"",0,0,1,0,1
2015,BUF,8476469,https://assets.nhle.com/mugs/nhl/20142015/BUF/8476469.png,Joel,Armia,R,R,33,75,216,191,98,1993-05-31,Pori,FIN,"",1,0,0,1,0
2015,BUF,8475309,https://assets.nhle.com/mugs/nhl/20142015/BUF/8475309.png,Jerry,D'Amigo,R,L,49,71,200,180,91,1991-02-19,Binghamton,USA,NY,1,0,0,0,1
2015,BUF,8474610,https://assets.nhle.com/mugs/nhl/20142015/BUF/8474610.png,Zac,Dalpe,C,R,20,74,197,188,89,1989-11-01,Paris,CAN,ON,1,0,0,1,0
2015,BUF,8475235,https://assets.nhle.com/mugs/nhl/20142015/BUF/8475235.png,Nicolas,Deslauriers,L,L,44,73,220,185,100,1991-02-22,LaSalle,CAN,QC,1,0,0,0,1
2015,BUF,8470018,https://assets.nhle.com/mugs/nhl/20142015/BUF/8470018.png,Matt,Ellis,L,L,37,72,208,183,94,1981-08-31,Welland,CAN,ON,1,0,0,0,1
2015,BUF,8474589,https://assets.nhle.com/mugs/nhl/20142015/BUF/8474589.png,Tyler,Ennis,L,L,63,69,160,175,73,1989-10-06,Edmonton,CAN,AB,1,0,0,0,1
2015,BUF,8476808,https://assets.nhle.com/mugs/nhl/20142015/BUF/8476808.png,Brian,Flynn,C,R,65,73,185,185,84,1988-07-26,Lynnfield,USA,MA,1,0,0,1,0
2015,BUF,8475220,https://assets.nhle.com/mugs/nhl/20142015/BUF/8475220.png,Marcus,Foligno,L,L,82,75,226,191,103,1991-08-10,Buffalo,USA,NY,1,0,0,0,1
2015,BUF,8467407,https://assets.nhle.com/mugs/nhl/20142015/BUF/8467407.png,Brian,Gionta,R,R,12,67,178,170,81,1979-01-18,Rochester,USA,NY,1,0,0,1,0
2015,BUF,8476878,https://assets.nhle.com/mugs/nhl/20142015/BUF/8476878.png,Zemgus,Girgensons,L,L,28,74,200,188,91,1994-01-05,Riga,LVA,"",1,0,0,0,1
2015,BUF,8476888,https://assets.nhle.com/mugs/nhl/20142015/BUF/8476888.png,Mikhail,Grigorenko,C,L,25,75,206,191,93,1994-05-16,Khabarovsk,RUS,"",1,0,0,0,1
2015,BUF,8474570,https://assets.nhle.com/mugs/nhl/20142015/BUF/8474570.png,Cody,Hodgson,C,R,19,72,191,183,87,1990-02-18,Toronto,CAN,ON,1,0,0,1,0
2015,BUF,8471388,https://assets.nhle.com/mugs/nhl/20142015/BUF/8471388.png,Patrick,Kaleta,R,R,36,73,198,185,90,1986-06-08,Buffalo,USA,NY,1,0,0,1,0
2015,BUF,8475728,https://assets.nhle.com/mugs/nhl/20142015/BUF/8475728.png,Johan,Larsson,C,L,22,71,206,180,93,1992-07-25,Lau,SWE,"",1,0,0,0,1
2015,BUF,8469591,https://assets.nhle.com/mugs/nhl/20142015/BUF/8469591.png,Cody,McCormick,C,R,8,74,222,188,101,1983-04-18,London,CAN,ON,1,0,0,1,0
2015,BUF,8471338,https://assets.nhle.com/mugs/nhl/20142015/BUF/8471338.png,Torrey,Mitchell,C,R,17,71,186,180,84,1985-01-30,Greenfield Park,CAN,QC,1,0,0,1,0
2015,BUF,8470852,https://assets.nhle.com/mugs/nhl/20142015/BUF/8470852.png,Matt,Moulson,L,L,100,73,203,185,92,1983-11-01,North York,CAN,ON,1,0,0,0,1
2015,BUF,8477933,https://assets.nhle.com/mugs/nhl/20142015/BUF/8477933.png,Sam,Reinhart,R,R,23,74,193,188,88,1995-11-06,West Vancouver,CAN,BC,1,0,0,1,0
2015,BUF,8477213,https://assets.nhle.com/mugs/nhl/20142015/BUF/8477213.png,Tim,Schaller,C,L,59,74,204,188,93,1990-11-16,Merrimack,USA,NH,1,0,0,0,1
2015,BUF,8471226,https://assets.nhle.com/mugs/nhl/20142015/BUF/8471226.png,Drew,Stafford,R,R,21,74,215,188,98,1985-10-30,Milwaukee,USA,WI,1,0,0,1,0
2015,BUF,8473485,https://assets.nhle.com/mugs/nhl/20142015/BUF/8473485.png,Chris,Stewart,R,R,80,74,242,188,110,1987-10-30,Toronto,CAN,ON,1,0,0,1,0
2015,BUF,8475321,https://assets.nhle.com/mugs/nhl/20142015/BUF/8475321.png,Phil,Varone,C,L,84,70,193,178,88,1990-12-04,Vaughan,CAN,ON,1,0,0,0,1
2015,BUF,8470378,https://assets.nhle.com/mugs/nhl/20142015/BUF/8470378.png,Andre,Benoit,D,L,61,71,190,180,86,1984-01-06,St. Albert,CAN,ON,0,0,0,0,1
